Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,Supplier Type,Contract Number
Ministry of Justice,MoJ HQ,06-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDER MANAGEMENT SERVICE (NOMS),1849,"Ł325,939.20",Parc YOI Contract - FY 12-13,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,06-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDER MANAGEMENT SERVICE (NOMS),1855,"Ł325,939.20",Parc YOI Contract - FY 12-13,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,06-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDER MANAGEMENT SERVICE (NOMS),1853,"Ł336,803.84",Parc YOI Contract - FY 12-13,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,07-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDER MANAGEMENT SERVICE (NOMS),1860,"Ł525,376.45",Escorting contract for YOIs - FY 12-13,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,09-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,1080959,"Ł661,363.92","Operation Delivery services in respect of Prisons, YOIs or STCs",RG29 9XB,0,Programme,,
Ministry of Justice,MoJ HQ,09-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (ONLEY) LTD,1080889,"Ł1,277,802.10","Operation Delivery services in respect of Prisons, YOIs or STCs",WR12 7LJ,0,Programme,,
Ministry of Justice,MoJ HQ,16-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1081265,"Ł1,363,241.77","Operation Delivery services in respect of Prisons, YOIs or STCs",WR12 7LJ,0,Programme,,
Ministry of Justice,MoJ HQ,14-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDER MANAGEMENT SERVICE (NOMS),1883,"Ł1,485,494.00",Escorting contract for YOIs - FY 12-13,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,17-Aug-12,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDER MANAGEMENT SERVICE (NOMS),1918,"Ł2,248,012.04",Ashfield YOI Contract - FY 12-13,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,16-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6571,"Ł11,167,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme,,
Ministry of Justice,MoJ HQ,30-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6574,"Ł11,450,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme,,
Ministry of Justice,MoJ HQ,09-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6569,"Ł11,741,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme,,
Ministry of Justice,MoJ HQ,23-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6573,"Ł11,902,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme,,
Ministry of Justice,MoJ HQ,16-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6571,"Ł12,333,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme,,
Ministry of Justice,MoJ HQ,23-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6573,"Ł14,098,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme,,
Ministry of Justice,MoJ HQ,09-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6569,"Ł15,059,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme
Ministry of Justice,MoJ HQ,30-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6574,"Ł15,150,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme
Ministry of Justice,MoJ HQ,07-Aug-12,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6568,"Ł26,800,000.00",Grant-in-aid requirement for Arm's Length Body,SW1V 2QZ,0,Grant
Ministry of Justice,MoJ HQ,02-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6564,"Ł29,941,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme
Ministry of Justice,MoJ HQ,02-Aug-12,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION,6564,"Ł44,209,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-CHAPS,0,Programme
Ministry of Justice,MoJ HQ,20-Aug-12,265000-IT & Telecommunications,NX900-MOJ Shared Services,ACCENTURE (UK) LIMITED,1081409,"Ł340,000.00",Shared Service Programme Accenture Initial Payment for CR0096,EC3M 3BD,0,Admin
Ministry of Justice,MoJ HQ,16-Aug-12,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALPHABET (UK) FLEET MANAGEMENT LTD,1081218,"Ł30,083.70",ING Car Lease - MoJ Lease Vehicle Contract FY 12-13,RG12 1RR,0,Admin
Ministry of Justice,MoJ HQ,29-Aug-12,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1081934,"Ł472,180.88",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,29-Aug-12,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1081934,"Ł472,180.88",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,29-Aug-12,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1081934,"Ł472,180.88",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,30-Aug-12,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CAPITA HARTSHEAD LTD,1082008,"Ł25,200.00",Capita Hartshead Pension Services - Contract,DL1 9HN,0,Admin
Ministry of Justice,MoJ HQ,28-Aug-12,263000-Other Contracted Out Services,NX900-MOJ Shared Services,CAPITA HARTSHEAD LTD,1081811,"Ł39,072.38",Capita Hartshead Pension Services - Contract,DL1 9HN,0,Admin
Ministry of Justice,MoJ HQ,09-Aug-12,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1080939,"Ł69,281.60",MoJ Lease Car charges FY 12-13,BL9 8RT,0,Admin
Ministry of Justice,MoJ HQ,09-Aug-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1080942,"Ł57,307.73",ARAMIS Charges for 2012-13 ; to be reconciled and agreed Monthly,NP10 9XA,0,Admin
Ministry of Justice,MoJ HQ,16-Aug-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1081310,"Ł297,744.05",Monthly Payroll Service charges for financial year 2012/13 (This replaces PO10000023349),NP10 9XA,0,Admin
Ministry of Justice,MoJ HQ,09-Aug-12,262000-SCA Costs,QZ600-CPG Other,LIBERATA UK LTD,1080941,"Ł677,040.00",'FSMO 216c-Managed Accounting Service - FSMO 216C - Fixed Monthly Fee - Jul-12,NP10 8BA,0,Admin
